essay_id	essay_set	essay	rater1_domain1	rater2_domain1	rater3_domain1	domain1_score	rater1_domain2	domain2_score	rater1_trait1	rater1_trait2	rater1_trait3	rater1_trait4	rater1_trait5	rater1_trait6	rater2_trait1	rater2_trait2	rater2_trait3	rater2_trait4	rater2_trait5	rater2_trait6	rater3_trait1	rater3_trait2	rater3_trait3	rater3_trait4	rater3_trait5	rater3_trait6	comments
21541	8	"                                                         Laughter and @CAPS1 @CAPS2 @CAPS3 @CAPS4 Laughter is the key component in anything in life. @CAPS2 is able to turn any sad moment good and any great moment even greater. Here is an example in which laughter brought my boyfriend and I together. I had been crushing on the same guy, @PERSON1, for two months. I was way too nervous to speak to him. One day my friends and I were walking down the hall where he happened to be. When i saw him I tried to turn around and walk the other way, but my friends pulled me back. They then told me they heard from a ""little bird"" he liked me too, so we continued to walk in his direction. We stopped walking right in front of him and my friends pushed me into him then ran off. I told him sorry as I turned bright red. My best friends had set me up. We stood there for five minutes in an awkward silence. All I did was stare into his beautiful blue eyes. All i could think about was how hot he looked in his black wrestling shirt and his faded blue jeans. He probably thought i was a freak. He had been leaning against the wall standing mostly on his right leg. Then when he went to switch to his left leg he let out the biggest fart i have ever heard. We started laughing. After we had settled down from laughing hysterically, we started talking. We ended up talking for two hours. A couple weeks had gone by and we had been talking more and more each day. Another week had flew by and we went to our first movie. I called @CAPS2 our first date. That night he asked me to be his girlfriend. I of course said yes. Ever since the day he farted I have thanked @CAPS5 for @CAPS2. I wouldn't have him as my boyfriend if @CAPS2 weren't for him braking the ice with his embarrassing moment. Most of all I thank my friends for shoving me into him that day. There could not have been a better way to meet a guy. This is just one example of laughter and how much @CAPS2 @CAPS3 change or affect a situation. Laughter is the medicines of all medicines. @CAPS2 is one of the most important tools a person @CAPS3 have."	20	18	40.0	40			4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0	ID1,ORG1,STY1
3549	2	Libraries hold many books and movies such as fiction, nonfiction, historical, fantasy, and adventure.  These books have many different styles and portrails and many of these @MONTH1 be takeno offensive but that doesn't mean that they can just be taken off the shelf.     One book that comes to my mind that can be seen as offensive is 'The @CAPS1 of @ORGANIZATION2'.  This book talks about blacks as slaves and how they should be whipped for being let go and it call them @ORGANIZATION1 offensive names yet it is a classic and is in almost every book store or library in the country. Why, because it was written back when slavery was legl and slaves were treated as property not people.    A movie that many people have seen recently is slumdog @CAPS4.  This movie has a boy from a slum being tortured because he knows the answers to the questions on the gameshow '@CAPS2 @CAPS3 to be a @CAPS4?'.  Many indians @CAPS2 are smarter could be offended by this because they are saying if you grow up in a slum you can't be smart.  But, people blow it off because it is a movie so it isn't real.       But if you go to somepeople and ask them about these books are movies some will say they are @ORGANIZATION1 good others might be offended so they might as weel stay on the shelfs.  The book '@CAPS5 @CAPS6' is a book about the civil war could this be scene as offensive showing the thoughts of both sides saying slavery is good and bad at the same time yet it is another classic and will stay on the book shelfs.     So books in libraries shouldn't be censroed because of being offensive to a race, sex, or group; they should stay on the shelf because every books other tahn some childrens books have something offensive.  Thus if we took books off the shelfs for being offensive their would be nothing to read except for 'The @ORGANIZATION1'!	4	4		4	3.0	3.0																			ID2,ORG2,STY2
18899	7	Patience! Being patient can get you want and I gonna tell you a story about how I got what I wanted by being patient. It @DATE1; two weeks before my birthday I asked for a male scooter. I was told I was too young for one. Of course I was upset I was furious. I waited a few days, but I didnít get it. I waited another week I still didnít get it. When my birthday came, (@DATE2) I finally got my matai scoot! I was so happy! Thatís why people should be patient because you might get what you ask for!	8	7		15			2.0	2.0	2.0	2.0			1.0	2.0	2.0	2.0									ID2,ORG2,STY2
13225	5	"In ""Narciso Rodriguez"" from the story ""The @CAPS1 of Our Lives"", Narciso describes a mood of family and friends. He describes how his family always kept their arms opened, etc., to accept anyone who needs their help. He describes how his extended family always nearby. He describes the celebrations and the dinners that took place in his home. Most of all he described his home always had guests and family nearby."	2	2		2																					ID2,ORG2,STY3
15244	6	"Besides The facts That docking dirigibles on a mooring mast on The empire State building would cost over @MONEY1 and add a lot of Stress to the buildings frame, Smith wanted to pursue his dream.Unfortunatly, he couldn't do that. There are @NUM1 big reasons. in paragraph @NUM2 it says most dirigibles are too flammable. That's because they use hydrogen rather than helium. Just like the German dirigible Hindenburg, which was destroyed in fire in New Jersey. paragraph @NUM2 says docking The dirigibles is plain dangerous because The Wind would cause them to @CAPS1 all over, Rather than being docked on The ground and being weighed down. Lastly, It wasn't legal. Paragraph @NUM4 states ""... an existing law against airships flying too low over urban areas. was another practical reason."" The dirigibles would not be high enough in The air to be legal, and it was highly dangerous because pedestrians below."	3	3		3																					ID1,ORG1,STY1
6975	3	"The way the features of the setting affect the cyclist is by either making the ride easy for him or tough for him. In the essay it said ""No Town"" but without a town theres no water and water @MONTH1 lead to dehydration. It also says something about flat roads turning into ""short, rolling hills."" This means that the way he had to go was tough and making it hard for the cyclist to stay focused. Those are some examples of the setting affecting the cyclist.  "	2	2		2																					ID3,ORG3,STY3
9494	4	I think the author ends the story with this paragraph for many reasons. One reason is because It leaves you knowing that Saeng will never give up tring. Another reason is that something as simple as a flower can encourage someone to keep going even if they have nothing to go for. Saeng says that flower is something so important, that working harder will encourage her to keep doing the best she can. The author leaves you with this sentence because it is very powerful and brings Saeng courage.  	2	1		2																					ID1,ORG1,STY2
15031	6	"There were many obstacles that the builders of the Empire State Building faced in attempting to allow dirigibles to dock there The higher calling for which the mooring mast was built was to put New York on the forefront of modern travel; the builders then, needed to solve some obstacles that were on their way. First was that the building itself needed to get stronger in order to support ""a thousand-foot dirigible moored at the top of the building"" As a result, the frame of the Empire State Building needed to be modified and strengthened to accommodate the problem. According to the excerpt, @MONEY1 worth of changes had to be made to the building's framework. Another problem was that of the stress of the wind pressure The wind pressure would have to be transmitted all the way to the building's foundation. This was also solved, at least they thought, by making a few changes to the skeleton of the building. Lastly, was that the building needed a space to provide for passengers that were to come from the ""blimps"". To solve the problem, they built a shaft to bring passengers down to the @NUM1 floor, where baggage and ticket areas would be located. The builders had to face many problems even before attempting to build a mast for dirigibles to dock at."	3	3		3																					ID1,ORG1,STY1
21568	8	" It all began one morning when I heard my hulking mass of an alarm-clock spouting off again. So I reached over and pushed the button to turn the exceedingly loud contraption off. When I noticed that I have woken up ten minutes late, and so I jumped out of the bed and sprinted to the shower. When I was finished, I got dressed in my @CAPS1-shirt and jeans, which is what I normally wear, then unplugged my cell phone from the charger and placed it in my pocket. Having dealt with the situation at hand, I went down the stairs and into the kitchen to prepare the modest meal of oatmeal. After I was finished eating, I packed up my books and walked back up the stairs to brush my teeth. After doing so, I swiped my coat and hat in one fell swoop. I secured them to my person, grabbed my back-pack , and walked out the door. I stood there on that cold and rainy morning, pondering what the day would hold for me. Suddenly , their was a great noise, I turned to face the approaching threat only to find that the bus had arrived. My mind quickly recovered from @CAPS2 slightly startled state and I stepped onto the bus. The bus ride was no different from the others, kids squawking about what happened at school yesterday, what they are doing @CAPS2 @DATE1, and other seemingly useless conversation. There I sat my eyes fixed gazing out the window of the bus, watching , studying , and mapping the present course of the massive vehicle. We stopped at one of the bus stops, and on the bus came my good friend @PERSON1. As usual she came and sat down next to me and we started talking about the usual cars, music, and the occasional jokes. As I started to develop a creative and captivating joke, she just belted one out right off the top of her head. We both just started busting up laughing, I even felt a tear form in the pit of my eye. We didn'@CAPS1 stop laughing until we got to the school,and my joke was successfully forgotten.  The joke lingered in my head all day long, to @CAPS2 day I still think it is one of the best I've ever heard. Through all of the countless jokes, underhanded comments, and puns I've heard, that one brought about the most laughter of all. But then @PERSON1 moved away to another city, @CAPS2 was a sad day. The very next day I heard the age old saying, ""@CAPS2 one time at band camp....."", story and laughter was restored to my life. I learned something that day that friends my move away but the jokes that were said will still remain."	20	19	40.0	40			4.0	4.0	4.0	4.0	4.0	4.0	3.0	4.0	4.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	ID1,ORG1,STY1
1512	1	Dear Local @CAPS1, I have been infromed that people don't get to talk to friends/family, enjoy nature and exercise because of computers. Well computers benefit our life. The first thing about/ computers is communication. People can use @CAPS2, @CAPS3, @CAPS4 and etc. The social networking groups are for abilities to talk to friends, long distance or close and family enjoy research. Just because @CAPS11 use those internet websites doesn't mean @CAPS11 can't go outside and enjoy activities. This leads to other objects called peortables. As technology advances so does our skills. Every year more electronics are made and most likely are portable such as @CAPS5, @CAPS6 phones, @CAPS7, and etc. Many of these companies let us take these devices to allow as to do everyday things. With @ORGANIZATION1 creater of the @CAPS8 @CAPS11 can use this internet/music @CAPS9 for everything. for example, I visit my grandparents and I decied to my @CAPS6 phone. I can talk to friends on my @CAPS6 phone by texting and visit my grandparents. More of this opplies to and @CAPS5 @CAPS11 still all go outside and enjoy life. exercise is something @CAPS11 should yet to. If you stay cramed in your house @CAPS12 fun. @CAPS11 need to cheer up and go outside and play sports. @CAPS11 could get included in and join activity. @CAPS11 also can have videos online to show us how to exercise or use yoga. Most of use portables which goes back to my last paragraph. Exercise is big and @CAPS11 all should do it. What I'm trying to say here @CAPS11 can use computers and electronics and exercise with fun one in all. If you understand experts can agree and kids could be healthier and still communicate.	4	4		8																					ID2,ORG3,STY3
9278	4	The author concludes this paragraph with the story because of the potintal of the hibiscus. So Saeng will go take the test again no matter she already took it and failed. She is like the hibiscuc. The hibiscus seems out of place and is determined to survive when the snow melts. So she will go take the test again and us the hibiscus as her modifation.	2	1		2																					ID2,ORG2,STY3
3837	2	I feel that there should not be censorship in libraries. All offensive material, as much as the more conservative patrons @MONTH1 not like it, should stay where they belong, which is in the library for all to read.     I have several reasons I feel support my opinion about not removing material found offensive by some. My biggest reason is the learning capabilities these articles offer. Most works, even the more crude pieces, have some sort of educational value. Without articles based on the less comfortable or more gruesome items of life, people start to only understand in a surrreal sort of way, not understanding how the less fortunate things function or how to avoid them. Those who pursue a true wanting to gain knowledge will look at many different kinds of informational items, no matter the subject. Allowing this to occur is allowing the library to be used as in the way it was meant to be used for, a resource for knowledge.     All offensive items a library @MONTH1 have stored should stay in that very spot, for learning purposes. No one should be denied the ability to learn just because of the sheilding nature of others.	3	3		3	4.0	4.0																			ID1,ORG1,STY2
7427	3	The features of the setting affected the cyclist by for the roads and heat has. He has tine ling through a desert in June which made it really hot for him, @CAPS1 that the road was bumpy and that made him have to pedal harder.  The @CAPS1 had to prit more effort into it because the romds here long and he had the spirit and determination to get to Yosemite. He @CAPS1 ran into a snake which told him that I am getting deeper into the desert.	2	2		2																					ID2,ORG3,STY3
16223	6	From my reading, I understand that the difficulties of building a mooring dock atop such a structure as the Empire state building were numerous. an obvious one was structural stability throughout the entire building. Paraphrased from the passage, the tension from the dirigible pulling on the tether would cause stress on the building's frame. another was controll of the dirigible during docking. The passage explained that the winds above the empire state building would shift violently and frequently. Safety as well as an issue, especially after the Hindenburg accident in New Jersey, when a German zeplin caught fire and exploded. 	2	3		3																					ID2,ORG1,STY3
904	1	Dear town of southing ton, Computers our town are very important for instance. For all of the banks we have computers and for almost every job. We need computers for life, and that doesn'@CAPS1 make use lazy and forget full it makes us busy. The only situation with someone who is online being lazy is with a teenager playing games. But the only reason some kids do that is because they all dont want to go and exercise or run around with their family who they see everyday. But because they want to talk to their friends make plans and just talk while they play togeather. If someone is ignoring their family or becomeing more lazy, it is because that is their choice to sit around and do nothing. And I do agree that people are becomeing over weight but I think that is because some people consider a workout to be an hour of lifting and running once a week. And that isn'@CAPS1 right. I think that this news paper should post up adds about gyms and maybe that will lower the faty meter in our town. or if they think people are neglecting their families have people work less so they can go home and see their families. As for teens I think you parents out there need to set some rules like @NUM1 hours of play a day, @NUM2 hours on a @DATE1, and if they don'@CAPS1 listen take the game away for a day of two, but that might not get them to spend time with you because they @MONTH1 be mad, but it will get them outside or atleast doing somehting more active and not watching @CAPS1.V. or playing video games all day. Also I know this from expieriance becouse I am a teanager and I always go outside and run around when my parents take my games away, and it's @PERSON1 that of homeworld. Please take my advise and your happy caring family will always stay togeather and active and not always sitting on the computer stressing over work and playing videos games.	4	4		8																					ID3,ORG3,STY3
10237	4	The author concludes the story with this paragraph for many reasons, Saeng was dissapointed for failing her driving test. She found comfort with nature after she went and bought a plant. Saeng must feel that when the geese leave and the hibiscus his not started to bud, she should not take the drivers test. She feels comforted by the return of the geese and budding of the hibiscus. This implies nature comforts her. The author ended it like this because it shows Saeng is not disappointed about failing is anymore. She knows she will have another chance next year when the geese returns and the hibiscus starts to bud. With the comfort of nature, she feels she can pass the test next year.  	2	2		2																					ID2,ORG2,STY3
12118	5	"The mood created by the author in the memoir is happy. It is showing all kinds of memories the family has at one house As it says in the memoir, ""I will never forget how my parents turned this simple house into a home. It's saying that a house is a house and it doesn't mean much to people and anyone can go there. But a home is where you live, is where you grow up and have all the memories, it's just a better place"	2	2		2																					ID2,ORG1,STY2
10287	4	The author concludes the story with this paragraph because he or she feels like the audience should know what saeng is feeling. This paragraph ending shows that saeng will keep trying every spring to grow back her flowers and this shows that Saeng has a lot of potential to make her vowe top herself successful.	1	1		1																					ID2,ORG2,STY2
8882	4	I think the author ends the story with this paragraph because she will be reminded of her homeland and going home. The reason I say that is because the geese are returning home and she wants to. Also the hibiscus will be budding in the wild just like back home	1	1		1																					ID1,ORG1,STY1
13180	5	"The mood the author creates inthe memoir ""Narciso Rodriguez"" by Narciso @CAPS1 from Home: The BluePrints Of Our Lives, is @CAPS2 but happy and loving at the same time. Narciso creates a @CAPS2 mood because he explains about his familys troubles and his friends and local neighbors. Narcisco explains what they went through, Which makes a person feel @CAPS4. Narciso also creates a happy and loving mood because he would say, People came from all over ""Made up of mostly Spanish, Cuban, and Italian immigrants"" would come to this one city, they would unite and help one another. They would also consider each other one big family, which consists of happy and loving. Those are the moods the author, Narciso Rodriguez, creates in the memoir."	3	2		3																					ID2,ORG2,STY2
12520	5	"In this memoir about Narciso Rodriguez the ton is happy and loving. In this memoir there are many examples about how the tone is loving, and happy, but heres a few. First in paragraph @NUM1 there + two phrases in parenthesees that show how @CAPS1 loved the things like the music and the cooking of his home, and family. ""(and for which I am eternally greatful)."" And, ""(which I adore to this day)."" @CAPS1 wouldn't have added the use things in unless @CAPS1 truly meant it, and if @CAPS1 really loved his home. Also what sets the tone is how @CAPS1 talks about loving his parents, and how @CAPS1 is grateful for them. ""I will always be grateful to my parents for their love and sacrifice,"" @CAPS1 states in the first sentence of paragraph @NUM2. Lastly, the last sentence of the memoir is happy and puts a smile on your face after you read it, ""I will never forget how my parents turned this simple house into a home."" In Rodriguez's memoir, it has a happy and loving tone throughout it."	2	3		3																					ID2,ORG1,STY2
3530	2	Have you ever wondered why a movie you rented from a library when you were younger, isn't there today? This is due to censorship. Libraries censor certain books if they believe them to be inappropriate for young children. Should censorship be allowed in libraries? Everyone has their own opinion, as do I, and I believe it should be allowed.     Censoring books allows libraries to withhold books, movies, magazines, music, and more from children who are not quite mature enough to handle the contents within the material, rather it be curse words in a movie, book, or music, nudity shown in magazines, or fighting shown in a video game. Young children look for role models, someone to follow, therefore, more than likely they are going to repeat what they hear or see. Some children are not quite mature enough to understand that it's not alway 'okay' to repeat what you hear, some words are inapporopriate for young children. Maybe they saw that on a movie, a man or woman solved a problem he or she had by fighting, the young child @MONTH1 take the message the wrong way, and try and solve one of his or her problem by fighting.      I believe that an age limit should be set for certain types of materials. Children that are under the age of @NUM1 should not be watching movies that are rated @CAPS1-@NUM1. There is a reason the rating is what it is. Just because your child is not allowed to rent/check out whatever the material @MONTH1 be, doesn't mean that you couldn't check it out, maybe go home and watch/listen/read/play it. If it doesn't seem to violent/graphic for your child then allow them to watch the movie, read the book, or play the game. That is your choice, but a library doesn't want to be blamed for your @NUM3 year old coming home cursing and fighting. My sister took my neice to the library once to rent a movie, it was a childrens movie, and my sister thought nothing harmful would come about it, but in one of the scenes, there was some arguing and fighting, and my neice began arguing with my sister, and hitting her, and my sister wasn't very pleased that they allowed that movie to be on the childrens floor of the library.          Censorship is a wonderful thing to have in libraries. Maturity level for some children is just not quite high enough for them to see/watch/listen/play certain materials. Not only should censorship be allowed, it should be enforced. I believe all libraries should have to have censorship in their library	4	4		4	4.0	4.0																			ID2,ORG1,STY2
9836	4	The author concludes this story with that paragraph because during winter everything dies down till springs where everything is lively again, the Saeng would feel more motivated to do well on the test. Saeng is sort of like the plant, strives and worries in the winter and then blooms beautifully in the spring.  Also, I think the memories that the winter hibiscus plant brought her; motivated  her to stop staying in the past and move on towards the future.	2	1		2																					ID1,ORG1,STY1
3662	2	Everyone has a favorite book. And some of us can't put it down once we read the first sentence. Then days later, the library takes it down and states that it's offensive to many people that have read it. Why should multiple people lose a good read just because someone doesn't like what they see? We're all trying to accomadate to everyone and their needs just to please them. Whatever they ask is done because we don't want a big scene. A majority of people think, 'That book is offensive! Take it down! Disgusting!'. But why?     Everyone has a right to read what they want to read. No library should uphold to the needs of a minority about an 'offensive' book just because they say it's inappropriate. Who are we to judge what's good for everyone and what's not? Books are written for a reason, and that's to share the ideas of the author, not to corrupt society with their 'evil' and 'offensive' ideas that could potentially cause a child to rebel. That excuse is ridiculous. A parent should've taught their child to differentiate between right and wrong, and if they use the '@CAPS1 child will become a rebel if they read this!' excuse, then they're not confident in their childs capability, or the fact that they taught their child well.     Also, it's not just the readers getting angry, it's the author. How bad would someone feel if they spent a year or two on a fantastic book, just to have it banned from library after library? Probably angry or upset. Authors have the right to write whatever they want. If they wish to talk about dragons and princesses, so be it. If they want to discuss why we see a full moon when we do? Go right ahead. No one can stop great books from being made and they certainly shouldn't be able to stop people from reading it. If someone is offended by a book, then don't read it, simple as that.     Parents like to protect their children from harms way and bring them up as fine citizens of @LOCATION1. By having this desire, the parents do every little thing to make sure their son or daughter doesn't see, hear, or read anything inappropriate or 'bad'. This is just ridiculous. Controlling a childs life will just cause them to rebel more and more as they get older. Let children have a choice in what book they read, or the movie they watch. Parents need to teach their children right from wrong, and in doing so, letting them see, hear, or read whatever they want should be no problem.     Without books, movies, and music, what would the world be like today? No one knows. Books are a great source of information, letting the author express themself as well. Movies are almost just as harmless, limits are needed, but overall? There should be no problem. Also, music allows the artist to bring out their side of creativity and emotion. Allowing that music, or movie, or book to be made, and then take it away is ridiculous. If it offends someone, then that person should just forget it, instead of taking it away from the people who love it and the person who made it.	4	4		4	4.0	4.0																			ID2,ORG1,STY2
20974	8	" Laughter is an important element in a relationship. It shows the chemistry in a couple, and it shows happiness within family and friends. How depressing would it be if the world had no laughter? It would be like the ""@CAPS1 @CAPS2 @CAPS3 @CAPS4"". The joyous sound of laughter that bonds relationships allows you to get to know someone better and show them you have a warm heart. Ideally, when a person has a warm heart, your conscience tells you, you can trust them. The talent to laugh is a good element to have when you are meeting someone new, and spending time with your family. Last @DATE1, my youth group and I went on a missions trip to @ORGANIZATION1, @LOCATION1. We would be reaching out to many new children as we held a @ORGANIZATION2 for a week in the small @CAPS5 town. We picked up the children from their houses and drove them to the @ORGANIZATION1 to play games and sing songs. As we met each child one by one, it was important to give them a warm smile and laugh with them. If we had come into their neighborhood with our straight serious faces in our big twelve passenger white vans, it would send out a different message to the children. Instead, we decorated our cars with crayola car paint markers and jumped out of the vans energetically with big bright smiles. We ran up to a house door, rung the doorbell, and asked the parents if their children wanted to come to our @ORGANIZATION2. We had to remember that these kids live in poverty and have gone through a lot. To share the gospel, it was important to show them that we were friendly so they could open up to us and let us tell them about @CAPS6. When we laughed with the children, their eyes would always smile and twinkle. A lot of the children just needed love and we did so by laughing with them and making jokes to one another.  Assuredly, our youth group made a change in the children lives. Our @ORGANIZATION2 is probably one of the biggest highlights of the year for them. In @ORGANIZATION1, the town's appearance is flat like a desert, there's no playgrounds, parks, or places they can go to and have fun. @CAPS8 gave us the power to share the gospel with these children and give them a fun @DATE1 to remember. @CAPS8 opened the hearts of the @CAPS5 children so that they @MONTH1 hear the word of @CAPS8. I honestly don't think we could have reached out to them if we had not been a friendly bunch. It just shows how important it is to laugh with one another, whether it be with strangers or your family. If there is no laughter within your family, something is wrong. It's a sign of broken relationships and a sense of closeness that is lost. In commercials, there's always advertisements where families are around the dinner table, or at a restaurant laughing together. Not everybody has to look like that picture perfect family everyday, but when a family laughs with one another, it shows the unity they have. Usually when people laugh, they do so because they understand the situation and have respect for one another. Of course a family does not have to be related, it could be your youth group, your friends, or anyone you feel close to and comfortable with. Your comfortable person could even be your future spouse. My cousin's story on how he met his wife is like the scene in a chick-flick movie. My cousin, @PERSON1, was working at a ski resort at the rental check-outs waxing skis, when a dark haired brunette comes toward him in her baggy snow pants and says, ""I can go down the biggest hill"" with the most flirtatious eyes and grin. Now, @PERSON1 was very confused as to why this girl would walk up to him and bluntly say that to him. But @PERSON1 was mesmerized with this gorgeous girl and all he could say was, ""@CAPS9"". The girl seemed thoroughly pleased with his answer and asked him when his next shift was. An hour later, @PERSON1 and this girl were having lunch together in the cafeteria. It turns out, this girl's name is ""@PERSON2"". Apparently, @PERSON2's friends spotted @PERSON1 first and told @PERSON2 the guy had a great laugh and he looked like a good person. They urged @PERSON2 to ask him out and get to know him. @PERSON2, being the daring one, agreed. @PERSON1's story proves the point that laughter is important. You don't know @CAPS2 @MONTH1 hear you and how that person could effect your future.  Laughter is an important element in your life. It brings out the joy in people's spirit, gives you opportunities to meet new people, and perhaps change their lives. It reflects @CAPS2 you are and changes the atmosphere around you. After all, we wouldn't want our world to be like ""The @CAPS1 @CAPS2 @CAPS3 Laughter"" would we?"	22	22		44			5.0	5.0	5.0	5.0	4.0	4.0	5.0	5.0	5.0	5.0	4.0	4.0							ID1,ORG1,STY1
3039	2	I think that everyones opinion is different about some books getting removed from the library.     Do I believe that certian books should be removed from the library: yes and no. The reason why I choose yes and no is because some books are helpful to others for there class and their research for whatever class they need it for. Another reason why I say no is because of the fact, if the book offense you then dont read the book or think about what is says just leave it alone.     The other reason why I picked yes is because if it shows some hurtful words in there towards other thats refering to the people thats its talking about then yes it needs to be removed before others start using thoes kinds of hurtfuls words to the piers or  thier elders. If the book contains racial slurs to different races then yes they need to removed asap. If others get ahold of these kinda books then everyone would use them agianst each other which in relsult of that would cause an outbreak of fights people aruging with each other, just pure hate between thoes people using it agianst the different races.     These are my opinions of removing some books that contains hurtful things or meaning in them that can contain voilence in them or call another person out of thier name or race	3	3		3	2.0	2.0																			ID1,ORG2,STY2
564	1	"The question is does computers have a positive effect on society? Yes computers definetly have a positive effect on society. Computers teach hand-eye coordiantion, give people the ability to learn about faraway people and places and allows people to talk to other people online. Computers put a positive effect of people. First, Computers teach people hand-eye coordination. I mean, computers help people learn how to use there eyes and hands t the same time. A survey conducted by @PERSON3 shows that @NUM1 out of @NUM2 people have better hand-eye coordiantion that use computers them that don't. Proffessor @PERSON1 says ""people that use a computer are much more coordinated than any othe person, it is a great discovery."" You @MONTH1 be thinking that s computer would make you less coordianted BUT, computers really help hand-eye coordination in people. In conclusion the more you get to learn hot to use a computer the better hand-eye coordinated you will be. Second, computers allow people to be able to learn about far away places and people. i mean that a computer can help you learn about a faraway @CAPS3 without paying a fortune in money to go the @CAPS3. I remember the time @CAPS4 my mom and dad was going to go to @CAPS1 to see a lot of the landmarks and my uncle came to my house with a brand new computer and my parents ended up staying home and saved themselves a large amount op money. Famous explorer @CAPS2 smome says ""before I go anywhere I always google it on my computer to learn about life, climent, etc, on the @CAPS3. I know you @MONTH1 be thinking that it would be a better experience to go to the @CAPS3 but, it is really expensive to go to very faraway countries. In conclusion, computer can help you save money and help you learn. Third, computers lets people talk to other people online. i mean people go to special websites just to talk to friends. A survey done by @ORGANIZATION1. Shows that @PERCENT1 of people talk to other people over those websites. aAmous social worker @PERSON2 says ""@CAPS4 people use these websites it helps them with their vocabulary and social abilities."" I know you @MONTH1 be thinking those websites are dangerous is at, viris software can prevent danger. In conclusion social abilities are up with computers. Lastly, computers teach people about faraway places, help social abilities and learn hand-eye coordination. Computers can help society and learning so help the growth technology today!!!"	4	4		8																					ID1,ORG1,STY2
11965	5	"The mood created by the memoir is thankful and proud. In paragraph @NUM1 it shows that he is thankful. ""... still with me today (and for which I am eternally grateful.) It also shows that Narciso Rodriguez is proud to be Cuban.In paragraph @NUM2, it says ""I will always be grateful to my parents for their love and sacrifice."" This also shows that Narciso is thankful for everything his parents did for him. Narciso also said that he often told them of his admiration for their strength and perseverance,In the last paragraph, it says that he will never forget how his parents turned this simple house into a home. This shows that he is thankful for his parents."	2	3		3																					ID1,ORG1,STY2
13468	5	the mood they created in the author in the memoir was very diffrent from other people We all have diffrent mood swings but some people have the same and it never changes, one way you need to change this how you act around others and how to get to know them the way they are around and not with friends.	0	0		0																					ID3,ORG2,STY3
20733	8	" People always say laughter is a big part in a relationship. Is it true? In my opinion I am not so sure, but my grandmother says laughter is always a huge part in a relationship. Makes a you feel good when you make your best friend, parents, boyfriend or girlfriend laugh. It is the best feeling ever because you know how to put a smile on that person. Have you ever been walking around a store and you spot two couples laughing , having fun? I have and sometimes i feel like being in that same place. My grandmother always tells me her stories about her and my grandpa when they were young. She always says ""laughter plays a big part in our relationship"".  She was @NUM1 and @CAPS1 was @NUM2 the first time they met. Everyone always said they were never going to last, but the only way they could find out is to wait and believe. She felt like singing everytime she heard his name. She said she would walk into their shadows with him. She felt like all her problems would go away, everytime she had the chance to hang out with him. Everytime she could think about him she would smile and laugh. Thats how happy she felt about him. Can we call it love? I say it was, sometimes I wish I was in love like my grandmother is. She seems so happy everytime she talks about him, but i still dont know if laughter is @CAPS2 kept them together for so long. I see a really huge smile on my grandmother everytime she says, ""@CAPS1 didn't have the brightest head in the world, but @CAPS1 always knew how put a smile on my face"". Because she says that @CAPS1 wasn't so smart but @CAPS1 knew how to make jokes, and make her laugh. A question she asked me once ""@CAPS2 do you think of two couples when you see them laughing, having a good time"". The first thing that pops to your head is that they know how to have fun and doesnt let anything get in their ways of laughing and having a goodtimes. My grandmother says that the thing that kept her and my grandpa together was laughter, because if you dont know howe to make the other person laugh you dont know if you could have a good time with that person. When my grandparents are mad at each other it never last to long because my gandpa always knows how to make her laugh. Maybe if they didn't know how to make each other laugh than maybe they wouldnt be together still. I understand now my grandmother felt in love with my grandpa, because of how @CAPS1 made her laugh. In a relationship you always have to know how to put a smile on the other person, because if you dont know than pretty sure things will not work out. My grandmother was right, laughter does play a big part in their relationship.They alwasy know how to make everything better by making jokes or by doing something funny. I can never be mad at my grandparents because they know so many tricks to make my self laugh. That's @CAPS2 makes our family relationship stick together, and other familys also.I finally get it laughter is a big part in a relationship."	18	18		36			3.0	4.0	4.0	3.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0							ID1,ORG1,STY1
371	1	About @PERCENT1 of the world today, use computers. Although you @MONTH1 spend time on the computer, you can contact family and frinds, exercise your brain, and there is time to enjoy nature. Have you ever heard of a email? Well it's a contacting source you can use to contact family and friends. Also there are other sources you can use to conact family and friends. For example, facebook, myspace, and twitter. Even though you're on the computer, you can still do this, you don't always have to call them. I remember a time when I called my aunt from my cell phone, and it wasted my minutes. Something simple as this could've been done over an email. So computers do have a good point to it. Do you know online you can exercise your brain? You can do this by learning new information you haven't learned before. For instance, if my sister needed help with science, she could go online, and learn more information about it. Some experts are thinking that it's too much time on the computer, but it can be very useful to others, by helping them gain knowledge. Computers can even help get online, tutoring, so you can exercise your brain there also. Do you know you can enjoy nature anytime? About @PERCENT2 of our world enjoys nature. Don't you think it can wait until later? Also some people don't like the different seasons and might want to stay in their homes. For example, when it snows. I think nature is good, but I don't think others want to be out as much. Also I know we are apart of nature, and nature is part of our society, but the seasons change and it's lots od bad weather. In conclusion, the computer has some good sources. Although you @MONTH1 spend time on the computer, you can contact family exercise your brain and there time to nature.	4	4		8																					ID2,ORG1,STY2
